TIMESHEET_ID,EMPLOYEE_ID,JOB_TITLE,WEEK_STARTING,HOURS_WORKED,HOURLY_RATE_GBP,TOTAL_AMOUNT_GBP,PO_NUMBER,PO_APPROVED_HOURS,PO_BUDGET_GBP,MATCH_STATUS,VARIANCE_HOURS,DEPARTMENT,COST_CENTRE,SOURCE_SYSTEM,TARGET_SYSTEM,PERIOD
TS-00279,EMP-0003,Consultant,2024-05-13,32.2,31.14,1002.71,PO-01073,28.1,875.03,UNMATCHED,4.1,Sales,CC001,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00280,EMP-0004,Manager,2024-01-22,32.2,25.48,820.46,PO-01036,29.2,744.02,MATCHED,0.0,HR,CC003,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00281,EMP-0006,Coordinator,2024-12-16,41.5,88.21,3660.71,PO-01070,46.9,4137.05,MATCHED,0.0,Operations,CC006,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00282,EMP-0031,Manager,2024-03-25,30.8,112.23,3456.68,PO-01064,26.6,2985.32,MATCHED,0.0,Procurement,CC006,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00283,EMP-0020,Engineer,2024-06-17,30.6,116.86,3575.92,PO-01080,22.6,2641.04,MATCHED,0.0,Operations,CC005,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00284,EMP-0050,Consultant,2024-07-08,37.0,55.64,2058.68,PO-01065,38.6,2147.7,OVER_CLAIMED,-1.6,Operations,CC004,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00285,EMP-0030,Engineer,2024-09-02,25.0,53.97,1349.25,PO-01047,20.9,1127.97,OVER_CLAIMED,4.1,IT,CC004,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00286,EMP-0046,Manager,2024-02-12,23.5,66.98,1574.03,PO-01120,19.8,1326.2,OVER_CLAIMED,3.7,HR,CC004,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00287,EMP-0002,Developer,2024-07-22,30.5,63.97,1951.09,PO-01023,21.1,1349.77,PARTIAL,9.4,Operations,CC005,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00288,EMP-0035,Engineer,2024-05-13,39.7,80.13,3181.16,PO-01076,37.2,2980.84,PARTIAL,2.5,Finance,CC004,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00289,EMP-0030,Analyst,2024-02-26,30.1,25.57,769.66,PO-01022,36.2,925.63,PARTIAL,-6.1,Finance,CC003,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00290,EMP-0031,Coordinator,2024-10-14,22.7,81.46,1849.14,PO-01085,29.1,2370.49,PARTIAL,-6.4,Finance,CC001,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00291,EMP-0014,Engineer,2024-11-25,34.6,73.53,2544.14,PO-01037,38.9,2860.32,OVER_CLAIMED,-4.3,Sales,CC006,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00292,EMP-0020,Coordinator,2024-08-05,23.4,110.03,2574.7,PO-01080,26.2,2882.79,MATCHED,0.0,Procurement,CC001,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00293,EMP-0010,Engineer,2024-12-23,32.1,90.34,2899.91,PO-01031,24.4,2204.3,MATCHED,0.0,Sales,CC001,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00294,EMP-0026,Analyst,2024-04-15,25.1,70.01,1757.25,PO-01032,31.8,2226.32,UNMATCHED,-6.7,HR,CC004,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00295,EMP-0017,Engineer,2024-07-29,44.6,102.93,4590.68,PO-01175,51.4,5290.6,PARTIAL,-6.8,IT,CC006,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00296,EMP-0048,Coordinator,2024-09-30,23.1,38.89,898.36,PO-01062,13.5,525.01,MATCHED,0.0,Operations,CC005,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00297,EMP-0043,Analyst,2024-11-25,37.5,44.03,1651.12,PO-01151,37.1,1633.51,MATCHED,0.0,IT,CC003,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00298,EMP-0027,Developer,2024-10-21,26.9,61.65,1658.38,PO-01038,32.9,2028.28,UNMATCHED,-6.0,Finance,CC003,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00299,EMP-0042,Coordinator,2024-07-22,23.0,62.0,1426.0,PO-01169,24.6,1525.2,MATCHED,0.0,Sales,CC004,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00300,EMP-0030,Manager,2024-01-15,42.7,58.7,2506.49,PO-01003,35.5,2083.85,OVER_CLAIMED,7.2,Operations,CC003,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00301,EMP-0034,Developer,2024-08-12,41.4,72.8,3013.92,PO-01132,38.4,2795.52,OVER_CLAIMED,3.0,Finance,CC002,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00302,EMP-0046,Consultant,2024-10-14,23.8,87.31,2077.98,PO-01072,25.1,2191.48,UNMATCHED,-1.3,Procurement,CC003,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00303,EMP-0039,Coordinator,2024-06-24,21.7,104.74,2272.86,PO-01047,21.4,2241.44,UNMATCHED,0.3,Sales,CC006,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00304,EMP-0038,Engineer,2024-08-12,39.4,74.92,2951.85,PO-01090,32.0,2397.44,MATCHED,0.0,Sales,CC005,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00305,EMP-0007,Coordinator,2024-06-24,21.7,27.8,603.26,PO-01028,26.4,733.92,MATCHED,0.0,IT,CC006,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00306,EMP-0016,Analyst,2024-07-29,28.1,47.0,1320.7,PO-01045,33.5,1574.5,OVER_CLAIMED,-5.4,Procurement,CC004,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00307,EMP-0008,Analyst,2024-12-02,44.3,112.63,4989.51,PO-01192,35.5,3998.36,MATCHED,0.0,Finance,CC004,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00308,EMP-0021,Analyst,2024-12-02,29.4,84.97,2498.12,PO-01179,20.0,1699.4,MATCHED,0.0,IT,CC004,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00309,EMP-0032,Developer,2024-02-26,44.7,79.51,3554.1,PO-01174,38.7,3077.04,MATCHED,0.0,HR,CC002,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00310,EMP-0006,Engineer,2024-03-25,38.6,66.24,2556.86,PO-01007,39.2,2596.61,MATCHED,0.0,Procurement,CC006,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00311,EMP-0050,Developer,2024-02-12,25.1,101.95,2558.95,PO-01146,33.0,3364.35,MATCHED,0.0,Sales,CC001,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00312,EMP-0034,Developer,2024-05-27,24.6,94.35,2321.01,PO-01049,32.8,3094.68,OVER_CLAIMED,-8.2,Operations,CC005,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00313,EMP-0005,Developer,2024-07-29,32.5,58.87,1913.27,PO-01110,40.5,2384.23,MATCHED,0.0,Procurement,CC004,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00314,EMP-0008,Developer,2024-01-29,34.2,37.08,1268.14,PO-01060,34.5,1279.26,MATCHED,0.0,Finance,CC005,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00315,EMP-0025,Coordinator,2024-08-26,28.3,46.28,1309.72,PO-01092,37.1,1716.99,MATCHED,0.0,Finance,CC002,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00316,EMP-0033,Manager,2024-05-06,21.9,79.66,1744.55,PO-01103,29.0,2310.14,PARTIAL,-7.1,Sales,CC001,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00317,EMP-0042,Analyst,2024-08-26,37.4,35.53,1328.82,PO-01009,36.8,1307.5,MATCHED,0.0,HR,CC004,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00318,EMP-0036,Coordinator,2024-04-22,25.0,109.36,2734.0,PO-01085,16.2,1771.63,MATCHED,0.0,Procurement,CC001,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00319,EMP-0045,Analyst,2024-04-15,32.3,101.54,3279.74,PO-01089,33.6,3411.74,PARTIAL,-1.3,Finance,CC004,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00320,EMP-0009,Manager,2024-09-23,38.5,113.29,4361.66,PO-01186,46.3,5245.33,UNMATCHED,-7.8,Finance,CC001,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00321,EMP-0020,Consultant,2024-01-15,32.4,46.4,1503.36,PO-01006,29.4,1364.16,UNMATCHED,3.0,Finance,CC001,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00322,EMP-0044,Coordinator,2024-12-09,39.5,43.64,1723.78,PO-01189,41.7,1819.79,UNMATCHED,-2.2,Finance,CC005,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00323,EMP-0045,Developer,2024-07-29,21.3,97.74,2081.86,PO-01141,25.2,2463.05,UNMATCHED,-3.9,Operations,CC001,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00324,EMP-0013,Manager,2024-07-15,22.9,83.49,1911.92,PO-01112,31.0,2588.19,MATCHED,0.0,Finance,CC002,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00325,EMP-0037,Analyst,2024-04-08,22.3,25.95,578.69,PO-01004,20.6,534.57,PARTIAL,1.7,Procurement,CC002,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00326,EMP-0021,Manager,2024-01-22,21.9,37.04,811.18,PO-01155,15.5,574.12,MATCHED,0.0,Procurement,CC002,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00327,EMP-0005,Analyst,2024-05-06,23.2,62.79,1456.73,PO-01065,26.4,1657.66,OVER_CLAIMED,-3.2,Sales,CC002,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00328,EMP-0029,Coordinator,2024-08-05,37.6,102.28,3845.73,PO-01078,45.6,4663.97,MATCHED,0.0,HR,CC005,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00329,EMP-0045,Engineer,2024-05-06,41.7,48.2,2009.94,PO-01129,49.6,2390.72,MATCHED,0.0,Finance,CC001,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00330,EMP-0006,Consultant,2024-06-03,42.5,92.02,3910.85,PO-01036,44.9,4131.7,MATCHED,0.0,Sales,CC002,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00331,EMP-0003,Consultant,2024-05-13,38.5,45.02,1733.27,PO-01179,35.9,1616.22,MATCHED,0.0,IT,CC006,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00332,EMP-0018,Manager,2024-12-02,31.3,35.85,1122.11,PO-01151,31.3,1122.11,MATCHED,0.0,IT,CC003,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00333,EMP-0025,Developer,2024-02-05,21.5,106.18,2282.87,PO-01114,19.2,2038.66,MATCHED,0.0,Finance,CC002,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00334,EMP-0020,Analyst,2024-04-01,29.5,87.69,2586.86,PO-01139,30.1,2639.47,OVER_CLAIMED,-0.6,HR,CC001,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00335,EMP-0049,Engineer,2024-09-23,38.9,56.94,2214.97,PO-01056,45.5,2590.77,MATCHED,0.0,Finance,CC003,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00336,EMP-0048,Analyst,2024-11-18,40.7,66.24,2695.97,PO-01028,39.3,2603.23,OVER_CLAIMED,1.4,Sales,CC004,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00337,EMP-0030,Developer,2024-11-18,43.3,52.3,2264.59,PO-01147,53.1,2777.13,PARTIAL,-9.8,Procurement,CC005,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00338,EMP-0016,Consultant,2024-12-09,33.0,40.44,1334.52,PO-01004,30.6,1237.46,OVER_CLAIMED,2.4,HR,CC006,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00339,EMP-0037,Developer,2024-04-29,22.1,48.74,1077.15,PO-01010,23.0,1121.02,MATCHED,0.0,Sales,CC003,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00340,EMP-0001,Analyst,2024-06-10,26.7,48.8,1302.96,PO-01079,29.8,1454.24,PARTIAL,-3.1,Sales,CC006,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00341,EMP-0029,Analyst,2024-05-20,40.9,105.52,4315.77,PO-01120,39.8,4199.7,MATCHED,0.0,Finance,CC003,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00342,EMP-0006,Manager,2024-07-29,35.9,77.88,2795.89,PO-01157,34.1,2655.71,PARTIAL,1.8,Sales,CC003,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00343,EMP-0032,Consultant,2024-01-29,31.0,49.51,1534.81,PO-01059,36.7,1817.02,MATCHED,0.0,Procurement,CC002,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00344,EMP-0003,Consultant,2024-03-04,41.8,87.32,3649.98,PO-01176,36.5,3187.18,OVER_CLAIMED,5.3,Sales,CC004,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00345,EMP-0017,Manager,2024-09-16,27.9,77.57,2164.2,PO-01005,22.5,1745.32,OVER_CLAIMED,5.4,Procurement,CC003,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00346,EMP-0033,Developer,2024-08-26,38.0,82.05,3117.9,PO-01029,35.0,2871.75,MATCHED,0.0,Sales,CC001,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00347,EMP-0027,Analyst,2024-04-15,25.1,79.18,1987.42,PO-01165,31.7,2510.01,OVER_CLAIMED,-6.6,IT,CC003,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00348,EMP-0042,Manager,2024-03-04,20.6,82.66,1702.8,PO-01121,17.8,1471.35,UNMATCHED,2.8,HR,CC005,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00349,EMP-0002,Analyst,2024-01-08,24.0,29.24,701.76,PO-01156,32.6,953.22,PARTIAL,-8.6,Operations,CC003,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00350,EMP-0023,Consultant,2024-08-12,37.9,95.49,3619.07,PO-01097,43.6,4163.36,OVER_CLAIMED,-5.7,Sales,CC001,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00351,EMP-0005,Consultant,2024-10-21,38.2,61.2,2337.84,PO-01145,48.2,2949.84,MATCHED,0.0,Sales,CC005,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00352,EMP-0004,Engineer,2024-10-07,33.7,64.72,2181.06,PO-01121,38.4,2485.25,PARTIAL,-4.7,Procurement,CC005,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00353,EMP-0016,Manager,2024-08-19,31.0,50.57,1567.67,PO-01063,37.7,1906.49,MATCHED,0.0,HR,CC002,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00354,EMP-0047,Developer,2024-07-22,27.9,117.38,3274.9,PO-01093,31.8,3732.68,UNMATCHED,-3.9,Finance,CC003,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00355,EMP-0015,Developer,2024-09-02,32.6,111.89,3647.61,PO-01108,35.7,3994.47,PARTIAL,-3.1,Operations,CC005,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00356,EMP-0038,Coordinator,2024-02-26,43.1,48.27,2080.44,PO-01036,51.3,2476.25,OVER_CLAIMED,-8.2,Sales,CC003,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00357,EMP-0033,Consultant,2024-12-16,27.2,54.82,1491.1,PO-01148,18.8,1030.62,UNMATCHED,8.4,IT,CC006,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00358,EMP-0008,Developer,2024-12-09,25.0,42.09,1052.25,PO-01068,24.1,1014.37,MATCHED,0.0,Sales,CC006,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00359,EMP-0002,Coordinator,2024-07-29,38.6,37.01,1428.59,PO-01043,29.3,1084.39,UNMATCHED,9.3,Finance,CC002,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00360,EMP-0009,Developer,2024-08-12,41.7,112.27,4681.66,PO-01179,49.8,5591.05,MATCHED,0.0,Sales,CC002,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00361,EMP-0038,Engineer,2024-11-11,27.3,57.0,1556.1,PO-01158,33.8,1926.6,MATCHED,0.0,Finance,CC006,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00362,EMP-0041,Developer,2024-01-15,21.8,112.47,2451.85,PO-01190,30.8,3464.08,UNMATCHED,-9.0,IT,CC003,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00363,EMP-0033,Analyst,2024-12-02,31.9,37.79,1205.5,PO-01039,25.6,967.42,PARTIAL,6.3,Finance,CC005,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00364,EMP-0012,Engineer,2024-09-16,29.2,86.69,2531.35,PO-01185,26.8,2323.29,UNMATCHED,2.4,Sales,CC003,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00365,EMP-0034,Engineer,2024-12-09,22.4,53.25,1192.8,PO-01149,19.2,1022.4,PARTIAL,3.2,Sales,CC004,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00366,EMP-0003,Coordinator,2024-05-06,28.1,55.26,1552.81,PO-01188,21.7,1199.14,MATCHED,0.0,Operations,CC004,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00367,EMP-0019,Consultant,2024-08-19,27.0,108.56,2931.12,PO-01031,23.3,2529.45,MATCHED,0.0,HR,CC003,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00368,EMP-0039,Analyst,2024-08-05,31.0,109.11,3382.41,PO-01060,26.8,2924.15,MATCHED,0.0,Procurement,CC003,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00369,EMP-0002,Engineer,2024-03-04,22.4,77.46,1735.1,PO-01011,22.6,1750.6,MATCHED,0.0,Sales,CC005,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00370,EMP-0014,Manager,2024-12-23,24.9,71.39,1777.61,PO-01147,31.3,2234.51,MATCHED,0.0,IT,CC006,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00371,EMP-0046,Coordinator,2024-07-15,33.0,103.95,3430.35,PO-01031,28.9,3004.15,MATCHED,0.0,IT,CC004,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00372,EMP-0043,Analyst,2024-08-05,26.6,107.13,2849.66,PO-01091,36.5,3910.24,OVER_CLAIMED,-9.9,Finance,CC006,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00373,EMP-0018,Developer,2024-12-16,25.6,32.06,820.74,PO-01162,18.7,599.52,MATCHED,0.0,Procurement,CC005,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00374,EMP-0028,Analyst,2024-10-28,39.4,92.15,3630.71,PO-01181,35.7,3289.76,MATCHED,0.0,Sales,CC003,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00375,EMP-0041,Coordinator,2024-03-25,41.0,87.81,3600.21,PO-01003,48.6,4267.57,MATCHED,0.0,Operations,CC002,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00376,EMP-0031,Consultant,2024-09-16,29.4,114.6,3369.24,PO-01125,32.9,3770.34,MATCHED,0.0,Operations,CC006,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00377,EMP-0047,Coordinator,2024-08-05,27.1,43.86,1188.61,PO-01055,34.6,1517.56,PARTIAL,-7.5,Finance,CC004,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00378,EMP-0027,Coordinator,2024-01-29,32.3,83.07,2683.16,PO-01068,36.5,3032.05,MATCHED,0.0,Sales,CC004,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00379,EMP-0012,Manager,2024-10-07,34.6,85.58,2961.07,PO-01060,34.3,2935.39,OVER_CLAIMED,0.3,HR,CC006,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00380,EMP-0031,Manager,2024-08-05,32.3,84.85,2740.65,PO-01025,34.3,2910.35,PARTIAL,-2.0,Operations,CC001,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00381,EMP-0043,Developer,2024-12-02,39.1,64.86,2536.03,PO-01030,38.0,2464.68,MATCHED,0.0,Operations,CC004,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00382,EMP-0050,Developer,2024-05-20,36.5,58.02,2117.73,PO-01126,34.5,2001.69,MATCHED,0.0,Sales,CC004,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00383,EMP-0004,Engineer,2024-10-28,25.9,52.64,1363.38,PO-01198,26.0,1368.64,UNMATCHED,-0.1,HR,CC003,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00384,EMP-0017,Analyst,2024-10-28,27.9,62.18,1734.82,PO-01069,26.7,1660.21,UNMATCHED,1.2,IT,CC006,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00385,EMP-0015,Engineer,2024-04-08,28.5,102.76,2928.66,PO-01043,24.7,2538.17,UNMATCHED,3.8,Sales,CC002,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00386,EMP-0009,Engineer,2024-12-09,35.6,115.05,4095.78,PO-01139,37.9,4360.39,MATCHED,0.0,Finance,CC006,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00387,EMP-0050,Engineer,2024-01-08,40.1,33.57,1346.16,PO-01017,44.2,1483.79,MATCHED,0.0,Procurement,CC001,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00388,EMP-0026,Coordinator,2024-08-19,25.3,75.87,1919.51,PO-01059,35.0,2655.45,PARTIAL,-9.7,HR,CC002,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00389,EMP-0003,Analyst,2024-06-10,28.3,45.48,1287.08,PO-01194,33.0,1500.84,MATCHED,0.0,Sales,CC001,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00390,EMP-0002,Consultant,2024-08-12,29.9,71.07,2124.99,PO-01162,23.0,1634.61,MATCHED,0.0,Procurement,CC002,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00391,EMP-0026,Consultant,2024-01-15,26.8,36.75,984.9,PO-01190,32.5,1194.38,OVER_CLAIMED,-5.7,HR,CC001,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00392,EMP-0002,Analyst,2024-01-29,21.8,93.6,2040.48,PO-01191,27.0,2527.2,UNMATCHED,-5.2,Sales,CC005,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00393,EMP-0020,Manager,2024-03-04,22.4,80.88,1811.71,PO-01109,20.2,1633.78,PARTIAL,2.2,Sales,CC006,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00394,EMP-0037,Developer,2024-01-08,27.6,68.6,1893.36,PO-01097,19.6,1344.56,OVER_CLAIMED,8.0,HR,CC004,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00395,EMP-0045,Engineer,2024-02-05,25.6,63.6,1628.16,PO-01130,21.2,1348.32,MATCHED,0.0,Operations,CC004,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00396,EMP-0046,Analyst,2024-01-08,44.8,94.12,4216.58,PO-01116,53.8,5063.66,PARTIAL,-9.0,Operations,CC005,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00397,EMP-0007,Coordinator,2024-01-08,29.9,47.05,1406.79,PO-01080,27.3,1284.46,PARTIAL,2.6,HR,CC002,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00398,EMP-0032,Engineer,2024-12-23,35.7,32.95,1176.32,PO-01064,36.9,1215.86,MATCHED,0.0,Finance,CC002,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00399,EMP-0049,Consultant,2024-06-24,35.4,69.98,2477.29,PO-01016,39.9,2792.2,PARTIAL,-4.5,IT,CC003,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00400,EMP-0045,Engineer,2024-07-01,27.8,57.1,1587.38,PO-01154,20.8,1187.68,MATCHED,0.0,IT,CC001,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00401,EMP-0032,Manager,2024-04-29,37.3,96.73,3608.03,PO-01167,43.2,4178.74,PARTIAL,-5.9,Operations,CC003,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00402,EMP-0006,Analyst,2024-07-22,37.7,73.87,2784.9,PO-01109,44.9,3316.76,OVER_CLAIMED,-7.2,Procurement,CC001,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00403,EMP-0011,Consultant,2024-06-17,23.2,26.29,609.93,PO-01113,23.6,620.44,MATCHED,0.0,Finance,CC001,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00404,EMP-0048,Engineer,2024-07-08,32.4,84.49,2737.48,PO-01108,32.9,2779.72,MATCHED,0.0,IT,CC001,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00405,EMP-0018,Engineer,2024-05-06,22.9,119.6,2738.84,PO-01083,27.3,3265.08,OVER_CLAIMED,-4.4,Sales,CC003,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00406,EMP-0040,Coordinator,2024-09-09,36.3,38.44,1395.37,PO-01096,36.8,1414.59,MATCHED,0.0,Sales,CC005,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00407,EMP-0047,Consultant,2024-04-22,31.8,45.01,1431.32,PO-01043,28.4,1278.28,OVER_CLAIMED,3.4,Sales,CC006,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00408,EMP-0001,Manager,2024-07-29,20.2,64.55,1303.91,PO-01180,13.2,852.06,MATCHED,0.0,Operations,CC002,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00409,EMP-0030,Engineer,2024-11-04,22.3,68.57,1529.11,PO-01041,14.2,973.69,PARTIAL,8.1,Finance,CC003,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00410,EMP-0018,Manager,2024-10-07,34.0,46.47,1579.98,PO-01110,36.6,1700.8,MATCHED,0.0,Sales,CC006,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00411,EMP-0035,Coordinator,2024-05-13,29.2,97.86,2857.51,PO-01169,37.9,3708.89,PARTIAL,-8.7,Operations,CC001,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00412,EMP-0037,Analyst,2024-09-16,23.8,94.41,2246.96,PO-01033,19.4,1831.55,MATCHED,0.0,Sales,CC005,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00413,EMP-0039,Manager,2024-10-14,39.2,56.37,2209.7,PO-01189,44.6,2514.1,PARTIAL,-5.4,Sales,CC006,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00414,EMP-0006,Engineer,2024-07-29,25.2,25.25,636.3,PO-01038,19.8,499.95,MATCHED,0.0,Operations,CC002,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00415,EMP-0009,Engineer,2024-07-29,41.9,55.72,2334.67,PO-01113,49.8,2774.86,MATCHED,0.0,IT,CC006,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00416,EMP-0026,Developer,2024-07-29,28.2,72.54,2045.63,PO-01199,20.5,1487.07,PARTIAL,7.7,IT,CC006,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00417,EMP-0039,Consultant,2024-07-29,28.9,104.67,3024.96,PO-01043,25.2,2637.68,MATCHED,0.0,Procurement,CC003,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00418,EMP-0017,Coordinator,2024-11-11,23.6,66.54,1570.34,PO-01031,22.4,1490.5,OVER_CLAIMED,1.2,Sales,CC004,MS-SQL-SERVER,ORACLE-GL,2024-11
